strategy,runs,accuracy,avg_token_reduction,std_token_reduction,min_token_reduction,max_token_reduction
hybrid,108,58.333333333333336,0.13837822349858106,0.2076549530553129,-0.34234234234234234,0.5824175824175825
summarization,108,47.22222222222222,0.25722794658328135,0.3222957233028635,0.0,0.8493589743589743
sliding_window,108,5.555555555555555,0.4693211117746297,0.2411431518893763,0.0,0.8295964125560538
